Who was responsible for convincing these girls they were so pretty? #MKR,1,25
My deconstructed tart joke from the last season of #MKR http://t.co/10LPgtdopB,1,26
Katie and Nikki have definitely proved they're not just dumb blondes with pretty faces. They're just dumb blondes. #mkr,1,27
"#MKR ""everyone under estimated us"" umm bitch you came second last, like literally just survived - you didn't win! My god #GoAlready #YouSuck",1,28
Who is writing the bimbolines? #mkr,1,29
"Anyone else notice that all 3 of Katie and Nikki's dishes were based on them being sluts? Sausage, cock and tarts? #MKR #MKR2015",1,30
"#MKR maybe you girls should go back to cutting up cows and pigs, don't quit your day job!! @mykitchenrules",1,31
@mykitchenrules did you find Katie and Nikki in the line for Mt Druitt's next top model? #MKR,1,32
"Just me, or hot blondes on #mkr not at all hot?? Just average!",1,33
"Yes, we get it. You're pretty. Tone down the self promo and just cook! @mykitchenrules #MKR",1,34
@_saral93 not to mention these same girls on #MKR have super inflated egos considering they didn't cook that well and aren't very nice,1,35
@mykitchenrules My god.  You can't use a can opener?  Reminds me of a joke I know.  How do you know a blonde.....? #MKR,1,37
"wait, that back shot of nikki in the kitchen... she's wearing blue knickers?! honey, no. ððð #mkr #VPLonextreme",1,38
"Actually Nikki really is quite good looking, wait till my shots hit the newstand! #mkr #photography #fashion",1,41
R u fucking kidding - catwalk - all that's missing is a pole #mkr,1,42
shit she knows how to walk.....you go girl...one foot in front of the other.....#MKR,1,43
I've had better looking shits than these two! #MKR2015 #MKR #killerblondes,1,44
"I dislike Kat more than the blondes who are going to tell us they're hot another 50,000 times #MKR #notaustraliasnexttopmodel",1,45
its melting because you didnt put it in the freezer before you served it you dumb skank! #MKR,1,46
#mkr deconstructed by girls that have deconstructed brains  ! Nearly brought up my dinner when I saw that crap on the plate,1,48
@mykitchenrules Elegant and beautiful?Cheap and trashy!Nothing more unattractive than girls banging on about how hot hey are. #mkr #notsassy,1,49
There's more moisture in those spatchcocks than the #killerblondes #MKR,1,50
Stop saying dumb blondes with pretty faces as you need a pretty face to pull that off!!!! #mkr,1,52
Wish these blondes were in that How To Get Away With Murder show....#MKR,1,53
#katieandnikki stop calling yourselves pretty and hot..you're not and saying it a million times doesn't make you either...STFU #MKR,1,54
"Shut up Katie and Nikki... That is all :)
#MKR #MKR2015 #mykitchenrules",1,55
Deb better be there tonight or #MKR can fuck me hard with a rusty chainsaw and call it mary....,1,58
Kel the butcher has never heard of these silly sausages on #mkr http://t.co/CHGKB1rirW,1,59
Makeup time for Katie &amp; Nikki #mkr http://t.co/HTCRBAEjuS,1,60
"the theme for their instant restaurant appears to be ""barbie's dream narcissism kitchen"" ð #MKR",1,61
These girls are pretty...awful. #gohome #MKR,1,62
@mykitchenrules if the vapid duo of conceit get through tonight I'm not watching again #suicideblondes #mkr,1,63
You've just proved that you are two blondes with fucked up faces!! #MKR,1,67
Question is.... are they pretty?  #mkr,1,68
#mkr Dumb blondes with pretty faces ? Well you got that half right girls :),1,69
"""We've proven we're not just dumb blondes and pretty faces."" True, not ""just""... #MKR",1,70
"""We're not just the dumb blondes with the pretty faces"" you're certainly not the second part anyway #mkr",1,71
"""We proved that we're not just pretty faces"". Oh Nikki you proved that when you first appeared on TV. #mkr",1,73
"RT @furrybugga: #MKR ah girls, you are dumb if you really believe you have pretty faces.",1,75
"@amsatweet I'm evil lol they are not models, they hand out free crap in. Night clubs lol #MKR #slaggyNOTsassy",1,76
"RT @Former_legend: That kitchen looks like they've re-enacted '2 Girls, 1 Cup'.

#MKR",1,78
There's no real technique to the dishes being served up by these blonde bimbos on #MKR. Chuck together + hope for the best.,1,79
#Mkr I'd score the bimbos a 2 for their instant restaurant just because their personalities suck,1,83
"RT @fleurybanery: @amsatweet I'm evil lol they are not models, they hand out free crap in. Night clubs lol #MKR #slaggyNOTsassy",1,84
Unfortunately your sausage was a little bit short... #mkr,1,85
"Colin will save them. They're pretty blondes, as they keep telling us. #mkr",1,86
These girls should know skinny sausages are no fun at all. #mkr,1,88
"""Your sausage was a little bit short"" bet Colin's been told that before #MKR",1,89
"Do you get it, you Blondes ........... #MKR",1,90
"""Seeing as you two think this is a modelling competition and not a cooking competition, I give you two a score of -10 for your looks."" #MKR",1,91
"#MKR do the blondes keep pronouncing ""porno models"" incorrectly ? Actually that's harsh, sorry to all the ladies in the porn biz !",1,92
They're staying...just so that the producers can have a showdown between them and the posh bitches #mkr #bringit,1,93
It's obvious the blonde bimbos make better TV according to Channel 7. Shit cooks #mkr,1,94
He saved them cause he wants to bang them #mkr,1,96
"this is total  BS - I don't know if  I can stand anymore of the Butchers of Bimbo.
weaning off #MKR",1,97
I want to see the butchered girls go up against the Texan (who has male sass) and his daughter (who is actually good looking) #MKR,1,98
STOP SAYING SASS OR I WILL PUT MY FOOT UP YOUR ASS #MKR,1,99
These girls are acting like they put up three good dishes! Reality check use didn't! Get off that high horse!! #mkr,1,100
"I don't think I can sit through any more of those blonde slags. This might be me, breaking up with you, #mkr.",1,102
Y'all made one point more... Calm your tits #MKR,1,103
"Out of the two blondes, which one is Beavis and which is Butthead #MKR",1,105
@Weeezza Gosh I dislike those two girls. They just aren't hot either. #MKR,1,107
Aww I was looking forward to Ash and Camilla butting heads with the promo girls. The drama would've been great #mkr,1,108
"The missus loves #MKR if I have to watch five more minutes of these stuck up, idiotic, 2 bit hookers I'll neck myself. #goingtobed",1,109
This is supposed to be a fucking cooking show not a bunch of faggots walking stupidly down a runway #cringeworthy #mkr,1,111
"""We want everyone to know we are not just pretty faces"" noone said they were pretty though ð #MKR",1,112
@mykitchenrules I think the pink has gone to the girls head #imbeautiful #MKR,1,115
Catching up with #MKR. If society judges these two as pretty then I really have no friggin hope.,1,116
"â@walslab: Out of the two blondes, which one is Beavis and which is Butthead #MKRâ Does it matter?",1,117
They starting to act and look like a couple of B grade hookers to me #MKR,1,118
The girls can cook for me anytime. Just not hot pot... or spatchcock. #MKR,1,119
The girls are going through this is fucked or are they sucking Colin's cock! #MKR,1,120
That was annoying â@raachel_19: If she calls her own self pretty one more time.. I'm gonna vom. #MKRâ,1,121
RT @Jdubzlad: @mykitchenrules did you find Katie and Nikki in the line for Mt Druitt's next top model? #MKR,1,122
RT @fee_bee_63: Who was responsible for convincing these girls they were so pretty? #MKR,1,123
"RT @stweet_heart: Did she really just tell them that in order to walk you just 'put one foot in front of the other'?

#mkr http://t.co/x84Kâ¦",1,124
"RT @Dazzling19: Just me, or hot blondes on #mkr not at all hot?? Just average!",1,125
RT @SimpsonMatt: Kim Kardashian has had marriages that didn't stretch as long as #MKR,1,126
RT @FakeToniaTodman: My deconstructed tart joke from the last season of #MKR http://t.co/10LPgtdopB,1,127
Sorry but #JessieJ on #thevoiceau is being a real cunt. You're not all that.,1,128
"And for dessert, a dropped pie -like Katie's face #mkr2015 #MKR",1,129
RT @RobinRiedstra: Don't overthink it girls. Just stick out a can of cool whip and a banana. #mkr,1,130
"RT @candycandyilove: And for dessert, a dropped pie -like Katie's face #mkr2015 #MKR",1,131
Drasco u are not a chef just a wanka! One day your misses will ask her self what the fuck am i doing with this dick? #mkr,1,135
Nikki has massive #armpitvaginas #mkr,1,136
"I scream ""WHAT A DUMB CUNT"" at the contestants on #MKR way too much for someone who just over-salted a cucumber.",1,137
I carnt  see  the  pretty..... I think they quite ugly  ... promo making out they'll go    think it will be tony and lynne   #MKR,1,138
More egos and arrogance than that pink room can handle in #MKR tonight.,1,139
Everything is deconstructed. They're no good at erections then? #MKR,1,140
"RT @danhickey2199: #MKR #killerblondes fat arms, bad teeth and a MASSIVE arse what the hell is that Katie a promo girl/model of?",1,141
RT @GohJarrod: Nikki has massive #armpitvaginas #mkr,1,142
#MKR Tart. Lol.,1,144
"RT @PatriceChienne: Deconstructed lemon tart, because we're too bloody lazy and incompetent to do it properly? #MKR",1,145
RT @LisaStanbridge: Nikki's pouting is annoying me. I'm ready to wipe it off and kick her off the show! #MKR,1,146
"We're being punked, right? They've actually never been in a kitchen before except to microwave their Veet. #MKR #KillerBlondes",1,147
These girls need to go. Their vanity is making me ill. Very unattractive #mkr,1,148
@EloisePeace haha and that is all they are good at #mkr,1,149
RT @prprau: #MKR Tart. Lol.,1,152
"Katie &amp; Nikki's next job will be playing ""people who stuff up simple tasks"" on Infomercials #MKR",1,154
Jesus how dumb can you get #mkr,1,155
WHAT A DUMB BITCH #MKR,1,156
"That kitchen looks like they've re-enacted '2 Girls, 1 Cup'.

#MKR",1,157
Will this tart be the deconstructing of the #sassy girls? @MKR_Official #MKR @TVWEEKmag,1,159
OMG I just knew they were dumb!!! No common sense or brains #MKR,1,160
"Yes, you put in the wrong way. Cue dumb blonde jokes. #MKR",1,161
RT @PatriceChienne: Everything is deconstructed. They're no good at erections then? #MKR,1,162
"When her hands get sore, she finds another way to get the job done... #MKR",1,164
"RT @HajiIshak1: RT @deaannnaa_:Katie and Nikki are frkn annoying stfu #MKR you're not even hot lol stop
 RT:@.vid.http://t.co/cRzO2P219y",1,166
Really bitch really? Get on the runway and back in the kitchen #MKR2015 #MKR,1,168
#mkr pretty sure that's how all the chicks walk at Mt Druitt Westpoint,1,169
Its not the only thing she's done a lot of I'm guessing  #mkr,1,171
I didn't know they were models #MKR,1,172
And now for the dish that best represents the girls...... A big deconstructed TART  #MKR,1,173
These two blondes are not skinny enough to be models.  #MKR,1,175
Hope the blonde cows don't make it through! #MKR,1,177
@Shaunnagh just saw your tweet on #mkr!! These bimbos should go!,1,178
"These girls say they're butchers, I once worked at a boat hire shop so I must be a ship captain #MKR",1,179
"since when does the hill at the footy count as a catwalk? isnt that what a promo girl is, pimping out jim beam at the footy? #mkr",1,180
Refined &amp; pretty? Looks like something a blind kindergarten student chucked on a plate. #MKR,1,184
Sassy.. More like trashy #MKR2015 #MKR,1,186
#MKR2015 #MKR I don't think these girls can cook. Also pls stop the duck face,1,187
#mkr Perhaps if the girls had spent less time looking in &amp; kissing mirrors and more time in preparation &amp; cooking they'd be better off.,1,188
@breeannamclovin cock for main and extra tart for pudding... Think they're trying subliminal messaging? #mkr #subtleasasledgehammer,1,189
"I almost hope someone at the table mocks the #KillerBlondes because their deconstructed lemon tart looks like crap ""just like us"" #MKR",1,190
RT @missgypsyck: Sassy.. More like trashy #MKR2015 #MKR,1,191
I don't think any of those 3 dishes had sas they were ugly !! Just like the girls !!!  #MKR,1,194
#mkr The only thing these promo girls are going be able to sell after this episode will be black hair dye #painfulmorons not #killerblondes,1,195
"Katie and Nikki go down. Maybe not well. But down none the less.
#mkr",1,198
"When I think lemon tart, I think tart lemon. Yes Colin, I see what you did there. #MKR",1,199
I apologise on behalf of my generation for Nikki and Katie. We aren't all so vapid. #MKR #NikkiandKatie,1,200
"#mkr #KillerBlondes @mykitchenrules I don't know what's bigger, her forehead or her ass..?",1,201
#killerblondes ?? Have the producers lost the plot or have my eyes failed? In what universe are they even remotely hot in?? #MKR,1,202
"RT @trinnybopper: ""We want to stay in this competition because we haven't finished telling everyone how pretty we are"" #mkr",1,203
"RT @finicalgal: Nicki explains the complexities of catwalk modelling: ""You have to place one foot in front of the other"".
#MKR",1,204
FFS a can opener is too technical for the skanky hoes #mkr,1,206
Colin was pretty nice to the girls. Do you think he's giving them the dick? #MKR,1,207
7% of all hearing loss is a result of sitting in a restaurant next to a table full of women who just received dessert. #KillerBlondes #MKR,1,208
Just want to slap the stupid out of these bimbos!!! #mkr,1,209
Are you kidding me? These girls on #MKR didn't cook their own tomatoes or peppers?!?,1,210
"I was so hoping the girls were going to pull something out. And they did, a breast. Slightly unexpected. #MKR",1,212
#MKR #killerblondes the only way these girls are staying is if they blow every bloke in the room. So they're still in with a shot.,1,213
If it's rigged like every other year the Nasty girls will get through for ratings #MKR,1,214
RT @_little_old_me: Who are the pretty girls these 2 blonde scrubbers keep talking about? #MKR,1,215
"LoL - sausage, cock and end it with a tart! - best suited theme for these two #MKR",1,217
"You in the red dress . . . No, just no! ANd you in the pink si not much better. #MKR",1,219
Colin says the meat in the thigh was moist &amp; tender ??? Are you talking about the main dish or Nicki's thighs ? #MKR,1,221
These girls really put the ASS in sass #mkr,1,222
of course they keep the girls hat cause drama could see that coming a mile off #MKR,1,224
This Colin guy is a tool... how rigged is the scoring?!! 7's for main and dessert?? How ridiculous based on past scores. #MKR,1,225
#mkr and for being blonde i give you my 6inches hey colin.     What a bullshit menu and lack of talent .,1,226
Cant believe the blonde bimboz made it through.That sausage looked like feces #MKR,1,227
"According to Holly from Geordie Shore, ""Sassy - halfway between slut and classy"" #MKR #MKR2015",1,228
"Promo girl ""Katie"" calls her stuff ""spajacock"" and ""mascaronie"" ... Never cooked before. Why has @channel7 even picked them? #mkr",1,229
RT @FakeToniaTodman: Another fucking instant restaurant round? Fuck. #MKR,1,230
Look mum.. Left right left right.. I'm a model.. No sweetie you're a promo girl... Here's your bikini go sell some shots! #MKR,1,231
"RT @missclarolyn: You didn't give me a deconstructed lemon tart, but have a 7 anyway, for the item that wasn't on the menu #MKR",1,232
Oh look get the vacuum there's crumbs on that plate that need sucking up... Hey promo girls that's part of your job description.. #MKR,1,233
"RT @PeteHattam: According to Holly from Geordie Shore, ""Sassy - halfway between slut and classy"" #MKR #MKR2015",1,235
Dumb blondes with pretty faces? You're definitely right on one of those statements... Guess which one...  #MKR,1,236
"#mkr why do all these people WANT to cook for a living? Don't they realise it's another chore, just more housework? It's fun once or twice &gt;",1,238
@ange_wilson @henryivpartii I mean otherwise we would be on #mkr or the like fapping on about how sassily fantabulous we are #simplygorge,1,239
RT @FakeToniaTodman: Drasko takes a peek out of the closet then Bianca pushes him back in. #MKR,1,240
@lilbeastunleash cos that's all they suck to get their jobs #MKR,1,241
@colinfassnidge you've lost yr credibility- 7 for that junk main? Marking models soft after acting tough so long? Poor show #MKR #sellingout,1,242
RT @EmilyyLam: The highest score in history better be not be the blondes or Kat. #MKR #MKR2015,1,244
RT @GlobeAlone: I was sure they'd roll Lynn out like Violet Beauregarde #mkr http://t.co/CE3ohCaWrK,1,245
RT @PoshLopez: I wonder which of the blonde molls screwed Colin to get that score? Probably both. #mkr,1,247
Who told these fucking girls they were hot #mkr #cuntofahead,1,248
"Oh Katie and Nikki, just because you're both (bottle) blondes that doesn't automatically make you pretty. #MKR #MKR2015",1,249
"These two need to be in the dictionary under ""Gen Y"" #mkr",1,251
"Big difference between Sassy and Trashy. Sorry girls, you couldn't even work a can opener. @mykitchenrules #mkr #mykitchenrules",1,253
#MKR praying these two bloody bimbos will leave the comp in the next round,1,255
These girls are either hand or feet models #MKR,1,257
Girls claiming they're hot generally have an overinflated view of themselves! #mkr,1,258
#mkr the only thing funnier than an upside down ice cream maker insert?  When my brother's ex wife admitted to burning water.,1,259
"RT @Gyutoki: Oh Katie and Nikki, just because you're both (bottle) blondes that doesn't automatically make you pretty. #MKR #MKR2015",1,261
Following Kat &amp; Andre i would love Annie &amp; Lloyd to piss off they are almost as bad. Miss ray of sunshine is as fake as her hair colour #MKR,1,262
Cat you're an ugly and mean bitch! You miss can go fuck yourself! #mkr,1,266
"""We're still two young, hot blondes""... well you're young...#MKR",1,267
Katie &amp; Nikki going home? Now who will they have to constantly tell how pretty they think they are? #MKR,1,268
Ahh Manu well said! Just cook good food and you'll be OK. Simples! Back in ya box bitch Kat #MKR,1,269
"In Australia, we have always had tall poppy syndrome. Since when did sabotage and bitchy behaviour get you on national TV??  #MKR #mkr2015",1,270
"I hope these blonde girls make it thru, not great cooks but they aren't as judgemental as that WA lady #MKR",1,271
"Stick it up em Kat, you're the sort of bitch that really makes the show #MKR",1,274
"@mykitchenrules How about next season you hold off on the scores until all the teams have cooked, so strategy plays no part. Food does. #MKR",1,275
MiddleInformer: RT benpobjie: Credit to Kat: she puts a hell of a lot more effort into badmouthing others than she does her cooking #MKR,1,276
Karma will fuck you in the ass and cum all over back Kat #MKR,1,277
The major coincidence in the score that Kat &amp; Andre gave is ...that Kat recently scored 1 on her home IQ test. #mkr,1,278
Wtf Kat and Andre are cheaters! THAT IS SO UNFAIR. THEY CANNOT GIVE SOMEONE 1. THEY SHOULD BE GONE. #mkr #katandandre #byebye #bitches,1,280
"I swear to fuckin god kat and Andre are the worst ever contestants, kat is such a little bitch a 1 is so unfair #mkr",1,283
STFU KAT YA BITCH! #MKR,1,285
Yes Kat and Andre were unsportsmanlike but even if they scored 3 or 4 like everyone else the bimbos still wouldn't have got through #mkr,1,286
"Go fuck yourself Kat, stupid slut #MKR #nofucksgiven",1,288
"Neither girls can cook to save themselves, Nikki just wants her face on camera, 15 minutes of fame #mkr",1,289
#mkr #qldbesties Sheri if you don't swallow that fine but Ill drink lots pineapple juice,1,290
I'm annoyed to have missed this live. Need some bitchy. #mkr2015 #mykitchenrules #mkr,1,296
@mykitchenrules oh so the two dreadful critical human beings in reality TV can't cook to save a life. Kick these 2 bimbos to the curb #mkr,1,297
"Omfg ""taste and swallow"". Quote. Of. The. Year. #mkr2015 #mkr #mykitchenrules",1,298
Seriously Nikki. Keep your arms down to hide the bingo wings and back flab. EEEE #mkr2015 #mkr  #mykitchenrules,1,300
"Kat may be a bitch but let's be honest, the blondes weren't too far behind #mkr",1,301
"How do you sleep at night, Kat? You. Cunt. #MKR #mkr2015",1,302
"Damn Kat &amp; Andre sneak through, would much rather Katie &amp; Nikki had gotten through #mkr #damnukat",1,304
"#mkr Katie &amp; Nikki are atrocities, but Kat &amp; Andre would be the ones leaving if they had scored the promoskanks fairly. Kat has no dignity.",1,305
#MKR Awe never mind - there is always that illustrious Victoria's Secret modelling career Nikki...oh you model for Target. My bad.,1,306
"Can't believe #cuntandandre are still in the comp
#mkr",1,308
Kat and Andre better fuck off this show quickly. Awful people #mkr,1,310
"@falzonies: @mykitchenrules Kat you are the biggest MOLE , I hope you choke!! #mkr",1,311
And the secret twist. Kat and Andre are eliminated for being cunts!!!! #MKR,1,313
#mkr That steaming cunt will go down in flames in a very short time. They still can't cook,1,314
RT @mary__kaye: That face Kat just pulled was hideous. #mkr,1,315
"Ah feminism is still going strong, ""At least we're still two young,hot, blondes."" #MKR",1,317
"Sympathy levels rising.... ""We're still two hot blondes"" &amp; it's gone... #mkr",1,318
Tonight on Nikki knows....how to be eliminated on #mkr,1,319
Shame Katie and Nikki .. Kat - you're going down #mkr,1,320
RT @gemma92rogers: Kat you did fight hard but that's not the way to win its pathetic #cheats #mkr,1,321
I think the whole country hates #Kat right now #mkr,1,322
The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross #mkr,1,324
"#MKR if Cunt and Arsehole remain you are a bunch of rigged cunts!!
#FuckOff #ShitCooks #CantCook #KatAndAndre",1,325
"but, there is still the dolly magazine model competition once a year girls. #mkr",1,326
#katandandre gaaaaah I just want to slap her back to WA #MKR,1,327
RT @Sam__1985: I'd score 10 just to kick crazy eyes out.  #mkr,1,328
#MKR - I am seriously considering not watching just because I have to see Kats face. God. I want to slap it with a spatula!,1,329
WTF!!!!! I not a huge fans of the promo girls but they never voted strategically! This sucks! Soo annoyed! #mkr #killerblondes,1,330
"#cuntandandre #cuntandandre #cuntandandre, here we go again,  you strategic arseholes! #mkr",1,331
RT @GidgitVonLaRue: #MKR Kat is better TV. She is a natural villian unlike Ash who is a fake one.,1,332
Oh Shit. Now we have to put up with freaking Kat and No Balls Andre for another week. FMD.  #mkr,1,333
"#MKR Girls, thank you for filling the slapper quotient on this years series...we no longer have a need for bitchy blondes! Au Revoir!",1,335
Karma is a b i t c h #mkr &gt; Kat,1,336
Mmm bitter-sweet victory. The 'models' are toast but we still have Kat and Andre. #mkr,1,337
"RT @nastyjvc: #mkr if we have to see Kat on the TV past tonight, I'm out",1,339
Ok so I'm not the biggest fan of The Blondes but.... Even I didn't want them to go #MKR,1,340
"Awww, bless them, they still think they were Hot...#MKR",1,341
"Kat, a massive c*nt. The biggest ever on #mkr #cuntandandre",1,342
Fuck you and your strategic unfair voting! Don't like either team but at least they weren't c*nts like Kat and Andre. So disappointed. #MKR,1,343
"The other teams KNEW kat would vote strategically, why wouldn't they score higher to get rid of kandre #mkr #cunce #katisadog #katisdirt",1,344
No one even likes you Kat &amp; Andre. You won't last long...#mkr,1,346
"Get Gordon Ramsay on there he'll sort #cuntandandre out
#mkr",1,348
"#mkr was not a fan of the promo girls, but Kat is worse !",1,349
Is My Kitchen Rules about cooking or bitching? Seriously guys. #Mkr,1,350
RT @PatSherlock89: The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross #mkr,1,351
"to be honest I would rather have had those ""models"" stay #mkr",1,352
"""We're still two young hot blondes. Who aren't really blonde. And not that hot.""
#MKR",1,353
"Fuck off, now we still have to watch the wicked witch and her dumb ass husband on our tv's. Kill me now #mkr",1,354
RT @ash_p_ash: Faaark! The blonde promo girl walks with all the grace of a tradie in drag #mkr,1,356
"#cuntandandre unlike MH370, I can't wait to see you crash and burn. #mkr",1,357
Why does Kat have too be such a cunt? #mkr,1,358
I'll say it if no one else will......that Kat needs serious medication #MKR #MKR2015,1,359
I think it was Nikki and Katie's modesty that made them so appealing #mkr,1,361
RT @aussie_gal27: #katandandre gaaaaah I just want to slap her back to WA #MKR,1,362
RT @musicshooter: Oh Shit. Now we have to put up with freaking Kat and No Balls Andre for another week. FMD.  #mkr,1,363
"RT @BrandonMcKenzie: Arghhhhh I want to kick in the television set right now, Kat you despicable rat #MKR",1,365
"RT @daniel_kaye: Kat, a massive c*nt. The biggest ever on #mkr #cuntandandre",1,366
"RT @EloisePeace: but, there is still the dolly magazine model competition once a year girls. #mkr",1,367
RT @Cymriaaa: OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD #MKR,1,368
Honestly. Some of the rougher female heads on TV are compiled right here #mkr,1,369
Kat and Andre shouldn't be there they suck dick holes. The moles win my vote with the burnt butter icecream #mkr,1,370
RT @LockeTigers3007: #mkr I want to slap that smirk off Kat's face. I know I know. Stand in line....,1,371
This isn't even about the best cooking right now. Ugh.  I can't wait for things to get tougher so we can see Kat and Andre sweat. #mkr,1,372
Kat might as well go home now since she has no chance of beating the other teams #mkr,1,373
"This bitch has no right to talk about fair and has no right to celebrate, I hope that they crash and burn they don't deserve to be here #mkr",1,376
RT @SueKennedy19: #mkr Can someone punch that smug smirk off Kat's face please?,1,377
Someone get Kat a straight Jacket!! The bitch needs some time in a padded room!! #mkr,1,378
Quit bitching - if Kat and Andre had scored a 5 the blonde fuckwits would still have gone. Check out the other teams scoring... #mkr,1,379
KAT IS A FUCKING CUNT #mkr,1,380
Kind of want to jump through my TV and punch Kat in the face. Hope other contestants vote strategically for her now. #bitch #mkr,1,381
Kat the #CuntFaceBitch #mkr lives to fight on. http://t.co/ngtgO2U85R,1,382
Why does kat always need to make big eyes? You freak me out witch #mkr,1,383
RT @k_yah: Don't you dare put in the water works Kat!! You're evil!! #cuntandandre #MKR,1,384
@wedancedonce #mkr purposely pick slightly unattractive girls who're besotted with themselves. Makes good television lol,1,385
"RT @jgray0711: Get Gordon Ramsay on there he'll sort #cuntandandre out
#mkr",1,386
Kat looks like medusa tbh + that ugly personality to top it off . #mkr,1,387
Borrowed time #CuntAndArsehole cant wait for you to get blown away by the decent teams. #FirstElimination #BeatItDogs #MKR #KatAndAndre,1,388
RT @syazlicious: The truth behind another elimination round...to get rid of #cuntandandre #mkr,1,389
"RT @DustyPee: If #cuntandandre make it through, I'll... I don't know what I will do. #mkr",1,391
OMG the sluts are going to get through #mkr,1,393
That judge whatever his name needs to stop the fake tan. He is literally ORANGE #mkr,1,394
@DustyPee @MrTimothyKaye I think the hashtag got some traction. #cuntandandre #mkr,1,396
The blondes will get through cause they are young and can suck... Hard! #mkr,1,397
#CuntAndAndre #CuntAndAndre #CuntAndAndre #MKR biggest FLOGS the show has ever had on it. EVER!! #CANTCOOK  #FUCKOFF #KatAndAndre,1,398
RT @daniel_kaye: It's not Kat and Andre - it's #cuntandandre Tweeps ! Get the hashtag going!  #mkr,1,399
Someone get kat out of this competition now!! #mkr,1,401
That face Kat just pulled was hideous. #mkr,1,402
Kat you don't look suspicious at all!  #MKR,1,403
"#mkr if we have to see Kat on the TV past tonight, I'm out",1,404
#mkr is it ok if I hit Kat? Cause that was not cool,1,406
Really you acted surprise? Wow thats low Kat  #mkr,1,407
Omg that woman is AWFUL!!!!! #MKR,1,408
"I mean. You've stooped this low after serving bricks how is this acceptable. How. Like. If viewers could vote a team off, bye Kat. #mkr",1,409
"No Kat, you didn't fight hard. You cooked, it was shit and you will probably end up staying by giving people ridiculous scores. Moll #MKR",1,412
I think Kat has done a pretty good job of humiliating herself already #mkr,1,415
Kat is an awful human being! #mkr,1,416
Scoring like a Cunt because you can't cook for shit isn't fighting hard Kat.... You stupid mole #mkr,1,417
"Kat stop smiling you fool...they could get 10, they won't but be humble #mkr",1,418
Now Annie is worried about the blondes.. Too late you dummy #MKR,1,419
You know Kat and Andre are awful when I want Katie and Nikki to go through #MKR,1,420
I kind of want to see Kat and Andre go through. Mainly because I think there are many other layers of Crazy-Kat we haven't seen yet. #MKR,1,422
"You ""fought hard"" so it ""wouldn't be fair"" to be eliminated? Are you joking me? You scored unfairly the whole time! #mkr",1,423
"Arghhhhh I want to kick in the television set right now, Kat you despicable rat #MKR",1,424
@mary__kaye she's always hideous! #mkr,1,425
I'm nervous for Annie. Kat is gonna tear her a new arsehole if she stays on the show #mkr,1,426
How do I actually feel sorry for Katie and Nikki. Kat and Andre are idiots #mkr,1,427
"Everyone else, despite our commentary, has fought hard too. It's not just you, Kat.  #mkr",1,428
Kat and Andre - the competition only lasts a short time - showing yourself as cocks to all of Australia is going to last a lot longer #mkr,1,429
Kat has absolutely no shame. She should be ashamed. Her children will one day see how childish her mouth acted. #mkr #killerblondes,1,430
